"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"scj_1409_au22u9","Freaking out at someone for not paying us when we helped them move","freaking out at someone for not paying us when we helped them move","","author","other person","scruples_justice","11","Unjust","0.727"
"scj_1411_afhxp6","WIBTA if I end it with my personal trainer when I still have 4 paid for sessions left","ending it with my personal trainer when I still have 4 paid for sessions left","","author","other person","scruples_justice","8","Just","1.0"
"scj_1412_a61x1u","Asking a someone ""at their lowest"" to finish paying the their rent share","asking a someone ""at their lowest"" to finish paying the their rent share","","author","other person","scruples_justice","10","Just","1.0"
"scj_1413_b0plsn","WIBTA if I refused to lend my parents money when they have helped me","refusing to lend my parents money when they have helped me","","author","other person","scruples_justice","14","Just","1.0"
"scj_1414_a4t0mo","WIBTA for skipping out on my rent","skipping out on my rent","","author","other person","scruples_justice","14","Unjust","1.0"
"scj_1415_ab32fo","Changing Laundry","changing laundry","","author","other person","scruples_justice","7","Just","1.0"
"scj_1418_a3fl1h","Wanting my roommates girlfriend to start paying for practically living with us","wanting my roommates girlfriend to start paying for practically living with us","","author","other person","scruples_justice","9","Just","0.889"
"scj_1420_b3tezi","WIBTA if I didn't trade shifts with a co-worker","not trading shifts with a co-worker","","author","other person","scruples_justice","15","Just","1.0"
"scj_1421_aucuee","Asking my dad for help with our bills","asking my dad for help with our bills","","author","dad","scruples_justice","18","Just","0.889"
"scj_1422_aye7xq","Not paying rent at my girlfriend's house","not paying rent at my girlfriend's house","","author","girlfriend","scruples_justice","23","Just","0.826"
"scj_1423_b6ln72","WIBTA if I forced my adult sisters to save some money before releasing their inheritance to them","forcing my adult sisters to save some money before releasing their inheritance to them","","author","other person","scruples_justice","13","Just","0.769"
"scj_1424_9ycftl","Not paying for a parking ticket","not paying for a parking ticket","","author","other person","scruples_justice","8","Just","1.0"
"scj_1425_avae7z","Going through my girlfriend's dirty laundry","going through my girlfriend's dirty laundry","","author","girlfriend","scruples_justice","10","Unjust","0.6"
"scj_1426_azkpfe","Being upset about not getting any inheritance","being upset about not getting any inheritance","","author","other person","scruples_justice","37","Just","0.784"
"scj_1427_av8coc","Not wanting to give my ex half of my tax return","not wanting to give my ex half of my tax return","","author","other person","scruples_justice","5","Just","0.8"
"scj_1428_ali5kx","Not refunding his money","not refunding his money","","author","other person","scruples_justice","9","Just","1.0"
"scj_1429_b53llj","Telling my gf she needs to at least attempt finishing her meals if I'm paying for them","telling my gf she needs to at least attempt finishing her meals if I'm paying for them","","author","other person","scruples_justice","91","Unjust","0.549"
"scj_1430_a03r4l","Saying no to switching shifts when I'm sick","saying no to switching shifts when I'm sick","","author","other person","scruples_justice","9","Just","0.889"
"scj_1431_abovbo","I have 4 roommate's and I take care of my own.","having 4 roommate's and taking care of my own","","author","other person","scruples_justice","5","Just","0.8"
"scj_1433_aj7oma","Rejecting my parent's offer to buy me (or split payment for) a car","rejecting my parent's offer to buy me (or split payment for) a car","","author","parent","scruples_justice","9","Just","1.0"
"scj_1434_atzu1c","Feeling a bit annoyed that, as the only bridesmaid, ive paid for everything for myself for my friends wedding (except bridesmaid dress)","feeling a bit annoyed that, as the only bridesmaid, Ive paid for everything for myself for my friends wedding","","author","other person","scruples_justice","8","Just","0.875"
"scj_1437_adny8u","Getting my 75 cent refund","getting my 75 cent refund","","author","other person","scruples_justice","11","Just","1.0"
"scj_1438_aw65fe","Getting angry at my mom after asking to have my brothers do a fair share in chores","getting angry at my mom after asking to have my brothers do a fair share in chores","","author","mom","scruples_justice","24","Just","0.875"
"scj_1440_b5f14h","Not wanting to pay up in a competition","not wanting to pay up in a competition","","author","other person","scruples_justice","10","Just","1.0"
"scj_1441_9yw8u4","Getting upset with a friend at a joke she made at my expense","getting upset with a friend at a joke she made at my expense","","author","other person","scruples_justice","12","Just","1.0"
"scj_882_avdyiu","Not wanting to babysit my nephew","not wanting to babysit my nephew","","author","other person","scruples_justice","19","Just","1.0"
"scj_1443_akq0rx","Insisting that I pay for dates even though my boyfriend never wants me to","insisting that I pay for dates even though my boyfriend never wants me to","","author","boyfriend","scruples_justice","5","Just","1.0"
"scj_1444_aggtz0","Not wanting to take care of my step-sisters dog","not wanting to take care of my step-sisters dog","","author","other person","scruples_justice","6","Just","1.0"
"scj_1445_a52k4u","Wanting to pay for gifts","wanting to pay for gifts","","author","other person","scruples_justice","8","Just","1.0"
"scj_1446_asuud8","Splitting the internet bill","splitting the internet bill","","author","other person","scruples_justice","12","Just","1.0"
"scj_1447_b46lzu","Wanting my wife to eat my vegetarian cooking","wanting my wife to eat my vegetarian cooking","","author","wife","scruples_justice","90","Just","0.556"
"scj_1449_asccba","""body shaming"" a ""friend"" of my wife and wanting to get the money back","""body shaming"" a ""friend"" of my wife and wanting to get the money back","","author","wife","scruples_justice","56","Just","0.893"
"scj_1450_b5u94x","Refusing to oay my ex child support","refusing to oay my ex child support","","author","child","scruples_justice","61","Unjust","0.82"
"scj_1451_af4orp","AITA, for not doing the dishes when I am the only one here","not doing the dishes when I am the only one here","","author","other person","scruples_justice","5","Unjust","1.0"
"scj_1452_axepab","Getting mad at my potential future roommates because they don’t know how to prioritize money","getting mad at my potential future roommates because they don't know how to prioritize money","","author","other person","scruples_justice","11","Just","0.818"
"scj_1453_apomgf","Telling my door dash driver to fuck off after they demanded a 2nd tip","telling my door dash driver to fuck off after they demanded a 2nd tip","","author","other person","scruples_justice","48","Just","0.958"
"scj_1454_a62aq7","Asking my father for money to visit my separated mother’s father before he passes","asking my father for money to visit my separated mother's father before he passes","","author","father","scruples_justice","9","Just","0.889"
"scj_1455_b13pdf","WIBTA for not taking a shift back that I gave away.","not taking a shift back that I gave away","","author","other person","scruples_justice","9","Just","1.0"
"scj_1456_b91ryt","Not wanting to help my friend out by cooking him dinner","not wanting to help my friend out by cooking him dinner","","author","friend","scruples_justice","14","Just","0.643"
"scj_1457_appjhf","Not wanting to babysit my little cousins sometimes","not wanting to babysit my little cousins sometimes","","author","other person","scruples_justice","6","Just","1.0"
"scj_1458_aqhedy","Not wanting to do household chores","not wanting to do household chores","","author","other person","scruples_justice","16","Unjust","0.938"
